Institut,Auftraggeber,Befragte,Datum,Partei,Pct,Land
Forsa,Bayernpartei,1.00226.10.–25.11.,11.12.2011,FW,9 %,bayern
Emnid,Focus,??.09.–??.09.,25.09.2011,FW,9 %,bayern
Emnid,CSU,1.00031.08.–01.09.,06.09.2011,FW,9 %,bayern
Forsa,stern,1.00715.08.–26.08.,31.08.2011,FW,10 %,bayern
GMS,Sat.1Bayern,1.00206.06.–08.06.,10.06.2011,FW,6 %,bayern
Emnid,CSU,1.00006.06.–08.06.,10.06.2011,FW,8 %,bayern
Emnid,Focus,1.00011.03.–17.03.,20.03.2011,FW,7 %,bayern
Forsa,stern,1.04804.01.–14.01.,19.01.2011,FW,10 %,bayern
Infratestdimap,BayerischerRundfunk,1.00006.01.–10.01.,12.01.2011,FW,4 %,bayern
Emnid,Bild,1.00110.12.–30.12.,04.01.2011,FW,6 %,bayern
Infratestdimap,BayerischerRundfunk,1.00107.01.–12.01.,13.01.2010,FW,6 %,bayern
Infratestdimap,BayerischerRundfunk,1.00008.01.–11.01.,14.01.2009,FW,10 %,bayern
GMS,Sat.1Bayern,1.00204.01.–05.01.,07.01.2009,FW,8 %,bayern
GMS,BayerischeStaatskanzlei,1.00212.12.–17.12.,04.08.2010*,FW,8 %,bayern
Landtagswahl am 28.09.2008,Landtagswahl am 28.09.2008,Landtagswahl am 28.09.2008,Landtagswahl am 28.09.2008,FW,"10,2 %",bayern
Institut,Auftraggeber,Befragte,Datum,PIRATEN,PIRATEN,bayern
Landtagswahl am 15.09.2013,Landtagswahl am 15.09.2013,Landtagswahl am 15.09.2013,Landtagswahl am 15.09.2013,PIRATEN,"2,0 %",bayern
Emnid,N24,T • ≈1.00004.09.–05.09.,12.09.2013,PIRATEN,3 %,bayern
Forschungs-gruppe Wahlen,ZDF,T • 1.01003.09.–05.09.,06.09.2013,PIRATEN,–,bayern
Infratestdimap,ARD,T • 1.00603.09.–05.09.,05.09.2013,PIRATEN,–,bayern
GMS,Sat.1Bayern,T • 1.00930.08.–02.09.,03.09.2013,PIRATEN,2 %,bayern
Emnid,CSU,T • 1.00023.08.–24.08.,28.08.2013,PIRATEN,3 %,bayern
Infratestdimap,BayerischerRundfunk,T • 1.00411.07.–15.07.,17.07.2013,PIRATEN,–,bayern
GMS,Sat.1Bayern,T • 1.00708.07.–10.07.,11.07.2013,PIRATEN,2 %,bayern
Emnid,CSU,T • 1.00004.07.–06.07.,10.07.2013,PIRATEN,3 %,bayern
Forschungs-gruppe Wahlen,SüddeutscheZeitung,T • 1.00910.06.–12.06.,14.06.2013,PIRATEN,–,bayern
GMS,Sat.1Bayern,T • 1.30903.06.–10.06.,11.06.2013,PIRATEN,2 %,bayern
Forsa,stern,T • 1.10208.05.–23.05.,28.05.2013,PIRATEN,2 %,bayern
GMS,Sat.1Bayern,T • 1.00828.04.–30.04.,02.05.2013,PIRATEN,2 %,bayern
INSA,Bild,T • 1.00515.04.–17.04.,22.04.2013,PIRATEN,–,bayern
GMS,vbw,T • 1.00404.02.–15.02.,06.03.2013,PIRATEN,2 %,bayern
TNSInfratest,GRÜNE LV,T • 1.00128.01.–06.02.,12.02.2013,PIRATEN,3 %,bayern
Emnid,CSU,T • 1.00105.02.–07.02.,10.02.2013,PIRATEN,3 %,bayern
Emnid,CSU,T • ???.??.–??.??.,15.01.2013,PIRATEN,3 %,bayern
Forsa,stern,T • 1.11917.12.–08.01.,10.01.2013,PIRATEN,2 %,bayern
Infratestdimap,BayerischerRundfunk,T • 1.00003.01.–07.01.,09.01.2013,PIRATEN,3 %,bayern
GMS,CSU,T • 1.10004.12.–07.12.,15.12.2012,PIRATEN,4 %,bayern
GMS,vbw,T • ?22.10.–30.10.,20.11.2012,PIRATEN,4 %,bayern
GMS,Sat.1Bayern,T • 1.00716.10.–18.10.,19.10.2012,PIRATEN,4 %,bayern
Emnid,Focus,T • 1.00126.09.–10.10.,14.10.2012,PIRATEN,4 %,bayern
Emnid,CSU,T • ???.??.–??.??.,18.09.2012,PIRATEN,5 %,bayern
Emnid,CSU,T • 1.00027.07.–30.07.,13.08.2012,PIRATEN,6 %,bayern
GMS,vbw,T • 1.000Ende Juni,17.07.2012,PIRATEN,9 % 7 %,bayern
GMS,vbw,"Die Werte der vorstehenden GMS-Umfrage für die Vereinigung der Bayerischen Wirtschaft e. V. (welche die Umfrage nicht veröffentlicht)weichen in den Quellen voneinander ab, die in der Zeile stehenden Werte sind uns noch nicht bestätigt worden.","Die Werte der vorstehenden GMS-Umfrage für die Vereinigung der Bayerischen Wirtschaft e. V. (welche die Umfrage nicht veröffentlicht)weichen in den Quellen voneinander ab, die in der Zeile stehenden Werte sind uns noch nicht bestätigt worden.",PIRATEN,"Die Werte der vorstehenden GMS-Umfrage für die Vereinigung der Bayerischen Wirtschaft e. V. (welche die Umfrage nicht veröffentlicht)weichen in den Quellen voneinander ab, die in der Zeile stehenden Werte sind uns noch nicht bestätigt worden.",bayern
Forsa,stern,T • 1.15021.06.–29.06.,04.07.2012,PIRATEN,6 %,bayern
Emnid,Focus,T • 1.00020.06.–21.06.,24.06.2012,PIRATEN,7 %,bayern
Emnid,CSU,T • 1.00016.04.–18.04.,20.04.2012,PIRATEN,8 %,bayern
Emnid,Focus,T • 1.00115.03.–20.03.,24.03.2012,PIRATEN,5 %,bayern
Infratestdimap,BayerischerRundfunk,1.00002.01.–03.01.,04.01.2012,PIRATEN,4 %,bayern
GMS,Sat.1Bayern,1.00230.12.–03.01.,04.01.2012,PIRATEN,5 %,bayern
Emnid,CSU,1.000??.12.–??.12.,21.12.2011,PIRATEN,5 %,bayern
Forsa,Bayernpartei,1.00226.10.–25.11.,11.12.2011,PIRATEN,6 %,bayern
Emnid,Focus,??.09.–??.09.,25.09.2011,PIRATEN,–,bayern
Emnid,CSU,1.00031.08.–01.09.,06.09.2011,PIRATEN,–,bayern
Forsa,stern,1.00715.08.–26.08.,31.08.2011,PIRATEN,–,bayern
GMS,Sat.1Bayern,1.00206.06.–08.06.,10.06.2011,PIRATEN,–,bayern
Emnid,CSU,1.00006.06.–08.06.,10.06.2011,PIRATEN,–,bayern
Emnid,Focus,1.00011.03.–17.03.,20.03.2011,PIRATEN,–,bayern
Forsa,stern,1.04804.01.–14.01.,19.01.2011,PIRATEN,–,bayern
Infratestdimap,BayerischerRundfunk,1.00006.01.–10.01.,12.01.2011,PIRATEN,1 %,bayern
Emnid,Bild,1.00110.12.–30.12.,04.01.2011,PIRATEN,–,bayern
Infratestdimap,BayerischerRundfunk,1.00107.01.–12.01.,13.01.2010,PIRATEN,–,bayern
Infratestdimap,BayerischerRundfunk,1.00008.01.–11.01.,14.01.2009,PIRATEN,–,bayern
GMS,Sat.1Bayern,1.00204.01.–05.01.,07.01.2009,PIRATEN,–,bayern
GMS,BayerischeStaatskanzlei,1.00212.12.–17.12.,04.08.2010*,PIRATEN,–,bayern
Landtagswahl am 28.09.2008,Landtagswahl am 28.09.2008,Landtagswahl am 28.09.2008,Landtagswahl am 28.09.2008,PIRATEN,–,bayern
Institut,Auftraggeber,Befragte,Datum,Sonstige,Sonstige,bayern
Landtagswahl am 15.09.2013,Landtagswahl am 15.09.2013,Landtagswahl am 15.09.2013,Landtagswahl am 15.09.2013,Sonstige,"BP 2,1 %ödp 2,0 %Sonst. 2,6 %",bayern
Emnid,N24,T • ≈1.00004.09.–05.09.,12.09.2013,Sonstige,4 %,bayern
Forschungs-gruppe Wahlen,ZDF,T • 1.01003.09.–05.09.,06.09.2013,Sonstige,10 %,bayern
Infratestdimap,ARD,T • 1.00603.09.–05.09.,05.09.2013,Sonstige,8 %,bayern
GMS,Sat.1Bayern,T • 1.00930.08.–02.09.,03.09.2013,Sonstige,4 %,bayern
Emnid,CSU,T • 1.00023.08.–24.08.,28.08.2013,Sonstige,3 %,bayern
Infratestdimap,BayerischerRundfunk,T • 1.00411.07.–15.07.,17.07.2013,Sonstige,6 %,bayern
GMS,Sat.1Bayern,T • 1.00708.07.–10.07.,11.07.2013,Sonstige,4 %,bayern
Emnid,CSU,T • 1.00004.07.–06.07.,10.07.2013,Sonstige,AfD 1 %Sonst. 2 %,bayern
Forschungs-gruppe Wahlen,SüddeutscheZeitung,T • 1.00910.06.–12.06.,14.06.2013,Sonstige,7 %,bayern
GMS,Sat.1Bayern,T • 1.30903.06.–10.06.,11.06.2013,Sonstige,5 %,bayern
Forsa,stern,T • 1.10208.05.–23.05.,28.05.2013,Sonstige,5 %,bayern
GMS,Sat.1Bayern,T • 1.00828.04.–30.04.,02.05.2013,Sonstige,5 %,bayern
INSA,Bild,T • 1.00515.04.–17.04.,22.04.2013,Sonstige,4 %,bayern
GMS,vbw,T • 1.00404.02.–15.02.,06.03.2013,Sonstige,?,bayern
TNSInfratest,GRÜNE LV,T • 1.00128.01.–06.02.,12.02.2013,Sonstige,4 %,bayern
Emnid,CSU,T • 1.00105.02.–07.02.,10.02.2013,Sonstige,?,bayern
Emnid,CSU,T • ???.??.–??.??.,15.01.2013,Sonstige,?,bayern
Forsa,stern,T • 1.11917.12.–08.01.,10.01.2013,Sonstige,5 %,bayern
Infratestdimap,BayerischerRundfunk,T • 1.00003.01.–07.01.,09.01.2013,Sonstige,3 %,bayern
GMS,CSU,T • 1.10004.12.–07.12.,15.12.2012,Sonstige,?,bayern
GMS,vbw,T • ?22.10.–30.10.,20.11.2012,Sonstige,?,bayern
GMS,Sat.1Bayern,T • 1.00716.10.–18.10.,19.10.2012,Sonstige,3 %,bayern
Emnid,Focus,T • 1.00126.09.–10.10.,14.10.2012,Sonstige,3 %,bayern
Emnid,CSU,T • ???.??.–??.??.,18.09.2012,Sonstige,3 %,bayern
Emnid,CSU,T • 1.00027.07.–30.07.,13.08.2012,Sonstige,3 %,bayern
GMS,vbw,T • 1.000Ende Juni,17.07.2012,Sonstige,?,bayern
GMS,vbw,"Die Werte der vorstehenden GMS-Umfrage für die Vereinigung der Bayerischen Wirtschaft e. V. (welche die Umfrage nicht veröffentlicht)weichen in den Quellen voneinander ab, die in der Zeile stehenden Werte sind uns noch nicht bestätigt worden.","Die Werte der vorstehenden GMS-Umfrage für die Vereinigung der Bayerischen Wirtschaft e. V. (welche die Umfrage nicht veröffentlicht)weichen in den Quellen voneinander ab, die in der Zeile stehenden Werte sind uns noch nicht bestätigt worden.",Sonstige,"Die Werte der vorstehenden GMS-Umfrage für die Vereinigung der Bayerischen Wirtschaft e. V. (welche die Umfrage nicht veröffentlicht)weichen in den Quellen voneinander ab, die in der Zeile stehenden Werte sind uns noch nicht bestätigt worden.",bayern
Forsa,stern,T • 1.15021.06.–29.06.,04.07.2012,Sonstige,4 %,bayern
Emnid,Focus,T • 1.00020.06.–21.06.,24.06.2012,Sonstige,4 %,bayern
Emnid,CSU,T • 1.00016.04.–18.04.,20.04.2012,Sonstige,3 %,bayern
Emnid,Focus,T • 1.00115.03.–20.03.,24.03.2012,Sonstige,4 %,bayern
Infratestdimap,BayerischerRundfunk,1.00002.01.–03.01.,04.01.2012,Sonstige,4 %,bayern
GMS,Sat.1Bayern,1.00230.12.–03.01.,04.01.2012,Sonstige,6 %,bayern
Emnid,CSU,1.000??.12.–??.12.,21.12.2011,Sonstige,? %,bayern
Forsa,Bayernpartei,1.00226.10.–25.11.,11.12.2011,Sonstige,BP 1 %Sonst. 3 %,bayern
Emnid,Focus,??.09.–??.09.,25.09.2011,Sonstige,6 %,bayern
Emnid,CSU,1.00031.08.–01.09.,06.09.2011,Sonstige,?,bayern
Forsa,stern,1.00715.08.–26.08.,31.08.2011,Sonstige,5 %,bayern
GMS,Sat.1Bayern,1.00206.06.–08.06.,10.06.2011,Sonstige,7 %,bayern
Emnid,CSU,1.00006.06.–08.06.,10.06.2011,Sonstige,4 %,bayern
Emnid,Focus,1.00011.03.–17.03.,20.03.2011,Sonstige,5 %,bayern
Forsa,stern,1.04804.01.–14.01.,19.01.2011,Sonstige,6 %,bayern
Infratestdimap,BayerischerRundfunk,1.00006.01.–10.01.,12.01.2011,Sonstige,5 %,bayern
Emnid,Bild,1.00110.12.–30.12.,04.01.2011,Sonstige,5 %,bayern
Infratestdimap,BayerischerRundfunk,1.00107.01.–12.01.,13.01.2010,Sonstige,5 %,bayern
Infratestdimap,BayerischerRundfunk,1.00008.01.–11.01.,14.01.2009,Sonstige,4 %,bayern
GMS,Sat.1Bayern,1.00204.01.–05.01.,07.01.2009,Sonstige,6 %,bayern
GMS,BayerischeStaatskanzlei,1.00212.12.–17.12.,04.08.2010*,Sonstige,6 %,bayern
Landtagswahl am 28.09.2008,Landtagswahl am 28.09.2008,Landtagswahl am 28.09.2008,Landtagswahl am 28.09.2008,Sonstige,"ödp 2,0 %REP 1,4 %Sonst. 2,7 %",bayern
Institut,Auftraggeber,Befragte,Datum,CSU,CSU,bayern
T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-Panel,T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-Panel,T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-Panel,T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-Panel,CSU,T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-Panel,bayern
"AfD = Alternative für DeutschlandBP = BayernparteiCSU = Christlich-Soziale Union in Bayern e. V.FDP = Freie Demokratische ParteiFW = FW FREIE WÄHLER Bayern e. V.GRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSödp = Ökologisch-Demokratische ParteiPIRATEN = Piratenpartei DeutschlandPRO = Partei Rechtsstaatlicher Offensive/SchillRechte = rechte ParteienREP = DIE REPUBLIKANERSonstige = sonstige ParteienSPD = Sozialdemokratische Partei Deutschlands","AfD = Alternative für DeutschlandBP = BayernparteiCSU = Christlich-Soziale Union in Bayern e. V.FDP = Freie Demokratische ParteiFW = FW FREIE WÄHLER Bayern e. V.GRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSödp = Ökologisch-Demokratische ParteiPIRATEN = Piratenpartei DeutschlandPRO = Partei Rechtsstaatlicher Offensive/SchillRechte = rechte ParteienREP = DIE REPUBLIKANERSonstige = sonstige ParteienSPD = Sozialdemokratische Partei Deutschlands","AfD = Alternative für DeutschlandBP = BayernparteiCSU = Christlich-Soziale Union in Bayern e. V.FDP = Freie Demokratische ParteiFW = FW FREIE WÄHLER Bayern e. V.GRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSödp = Ökologisch-Demokratische ParteiPIRATEN = Piratenpartei DeutschlandPRO = Partei Rechtsstaatlicher Offensive/SchillRechte = rechte ParteienREP = DIE REPUBLIKANERSonstige = sonstige ParteienSPD = Sozialdemokratische Partei Deutschlands","AfD = Alternative für DeutschlandBP = BayernparteiCSU = Christlich-Soziale Union in Bayern e. V.FDP = Freie Demokratische ParteiFW = FW FREIE WÄHLER Bayern e. V.GRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSödp = Ökologisch-Demokratische ParteiPIRATEN = Piratenpartei DeutschlandPRO = Partei Rechtsstaatlicher Offensive/SchillRechte = rechte ParteienREP = DIE REPUBLIKANERSonstige = sonstige ParteienSPD = Sozialdemokratische Partei Deutschlands",CSU,"AfD = Alternative für DeutschlandBP = BayernparteiCSU = Christlich-Soziale Union in Bayern e. V.FDP = Freie Demokratische ParteiFW = FW FREIE WÄHLER Bayern e. V.GRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSödp = Ökologisch-Demokratische ParteiPIRATEN = Piratenpartei DeutschlandPRO = Partei Rechtsstaatlicher Offensive/SchillRechte = rechte ParteienREP = DIE REPUBLIKANERSonstige = sonstige ParteienSPD = Sozialdemokratische Partei Deutschlands",bayern
"– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen 
 * Von der Bayerischen Staatskanzlei beauftragte und erst im Nachhinein veröffentlichte Umfragen, diese wurden nicht nach dem Datum der Veröffentlichung,sondern nach dem Befragungszeitraum einsortiert: am 4. August 2010 wurden die Umfragen vom Dezember 2008 und Dezember 2007, am 18. Oktober 2010die vom November/Dezember 2001, Februar 2003 und März 2004 veröffentlicht. 
 ** Politische Stimmung ohne Berücksichtigung „längerfristiger Überzeugungen und taktischer Überlegungen“ der Wähler 
 *** Zusammen mit WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen 
 * Von der Bayerischen Staatskanzlei beauftragte und erst im Nachhinein veröffentlichte Umfragen, diese wurden nicht nach dem Datum der Veröffentlichung,sondern nach dem Befragungszeitraum einsortiert: am 4. August 2010 wurden die Umfragen vom Dezember 2008 und Dezember 2007, am 18. Oktober 2010die vom November/Dezember 2001, Februar 2003 und März 2004 veröffentlicht. 
 ** Politische Stimmung ohne Berücksichtigung „längerfristiger Überzeugungen und taktischer Überlegungen“ der Wähler 
 *** Zusammen mit WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen 
 * Von der Bayerischen Staatskanzlei beauftragte und erst im Nachhinein veröffentlichte Umfragen, diese wurden nicht nach dem Datum der Veröffentlichung,sondern nach dem Befragungszeitraum einsortiert: am 4. August 2010 wurden die Umfragen vom Dezember 2008 und Dezember 2007, am 18. Oktober 2010die vom November/Dezember 2001, Februar 2003 und März 2004 veröffentlicht. 
 ** Politische Stimmung ohne Berücksichtigung „längerfristiger Überzeugungen und taktischer Überlegungen“ der Wähler 
 *** Zusammen mit WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen 
 * Von der Bayerischen Staatskanzlei beauftragte und erst im Nachhinein veröffentlichte Umfragen, diese wurden nicht nach dem Datum der Veröffentlichung,sondern nach dem Befragungszeitraum einsortiert: am 4. August 2010 wurden die Umfragen vom Dezember 2008 und Dezember 2007, am 18. Oktober 2010die vom November/Dezember 2001, Februar 2003 und März 2004 veröffentlicht. 
 ** Politische Stimmung ohne Berücksichtigung „längerfristiger Überzeugungen und taktischer Überlegungen“ der Wähler 
 *** Zusammen mit WASG",CSU,"– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen 
 * Von der Bayerischen Staatskanzlei beauftragte und erst im Nachhinein veröffentlichte Umfragen, diese wurden nicht nach dem Datum der Veröffentlichung,sondern nach dem Befragungszeitraum einsortiert: am 4. August 2010 wurden die Umfragen vom Dezember 2008 und Dezember 2007, am 18. Oktober 2010die vom November/Dezember 2001, Februar 2003 und März 2004 veröffentlicht. 
 ** Politische Stimmung ohne Berücksichtigung „längerfristiger Überzeugungen und taktischer Überlegungen“ der Wähler 
 *** Zusammen mit WASG",bayern
Landtagswahl am 28.09.2008,Landtagswahl am 28.09.2008,Landtagswahl am 28.09.2008,Landtagswahl am 28.09.2008,CSU,"43,4 %",bayern
Emnid,Quelle: Münch-ner Merkur,1.01010.09.–18.09.,23.09.2008,CSU,49 %,bayern
GMS,Sat.1Bayern,1.01020.09.–21.09.,22.09.2008,CSU,48 %,bayern
Forschungs-gruppe Wahlen,ZDF,1.10516.09.–18.09.,19.09.2008,CSU,47 %,bayern
Infratestdimap,ARD,1.00015.09.–17.09.,18.09.2008,CSU,47 %,bayern
Forsa,"AntenneBayern, stern",1.10108.09.–12.09.,17.09.2008,CSU,50 %,bayern
GMS,Sat.1Bayern,1.00605.09.–08.09.,09.09.2008,CSU,49 %,bayern
Forschungs-gruppe Wahlen,ZDF,1.03828.07.–30.07.,01.08.2008,CSU,50 %,bayern
Infratestdimap,BayerischerRundfunk,1.00024.07.–28.07.,30.07.2008,CSU,48 %,bayern
Emnid,Bild amSonntag,~50023.06.–17.07.,19.07.2008,CSU,51 %,bayern
TNSInfratest,AgenturBUTTER,1.00003.07.–08.07.,11.07.2008,CSU,48 %,bayern
GMS,Sat.1Bayern,1.00608.07.–09.07.,10.07.2008,CSU,50 %,bayern
GMS,Sat.1Bayern,1.00902.06.–04.06.,05.06.2008,CSU,49 %,bayern
Infratestdimap,ARD,1.00028.04.-30.04.,01.05.2008,CSU,48 %,bayern
mifmMünchen,AntenneBayern,1.00021.04.–23.04.,25.04.2008,CSU,44 %,bayern
mifmMünchen,AntenneBayern,1.00104.04.–14.04.,25.04.2008,CSU,40 %,bayern
GMS,Sat.1Bayern,1.01008.04.–14.04.,19.04.2008,CSU,51 %,bayern
GMS,Sat.1Bayern,1.51231.03.–06.04.,07.04.2008,CSU,50 %,bayern
Emnid,Bild amSonntag,~50013.02.–27.02.,02.03.2008,CSU,51 %,bayern
mifmMünchen,AntenneBayern,1.00031.01.–07.02.,15.02.2008,CSU,50 %,bayern
Infratestdimap,BayerischerRundfunk,1.00003.01.–07.01.,09.01.2008,CSU,52 %,bayern
Emnid,Bild amSonntag,80010.12.–02.01.,05.01.2008,CSU,54 %,bayern
GMS,Sat.1Bayern,1.00402.01.–03.01.,04.01.2008,CSU,56 %,bayern
GMS,BayerischeStaatskanzlei,1.01011.12.–17.12.,04.08.2010*,CSU,55 %,bayern
Forsa,"n-tv,Abendzeitung",1.00205.11.–27.11.,29.11.2007,CSU,56 %,bayern
mifmMünchen,AntenneBayern,1.00029.10.–07.11.,14.11.2007,CSU,"53,8 %",bayern
GMS,Sat.1Bayern,1.00121.10.–22.10.,22.10.2007,CSU,54 %,bayern
Forschungs-gruppeWahlen **,ZDF,1.14324.09.–26.09.,27.09.2007,CSU,56 %,bayern
mifmMünchen,AntenneBayern,1.00307.09.–15.09.,24.09.2007,CSU,53 %,bayern
Forsa,"n-tv,Abendzeitung",1.00329.08.–17.09.,21.09.2007,CSU,57 %,bayern
Forsa,"n-tv,Abendzeitung",1.00218.07.–30.07.,02.08.2007,CSU,58 %,bayern
TNSInfratest,SPD-Landesverband,1.00017.07.–19.07.,24.07.2007,CSU,54 %,bayern
dimap,CSU,1.00013.07.–19.07.,23.07.2007,CSU,58 %,bayern
Forsa,"stern,Abendzeitung",1.00104.06.–14.06.,21.06.2007,CSU,56 %,bayern
GMS,Sat.1Bayern,1.01013.06.–18.06.,20.06.2007,CSU,54 %,bayern
Forsa,"n-tv,Abendzeitung",1.03625.04.–08.05.,10.05.2007,CSU,56 %,bayern
Forsa,"n-tv,Abendzeitung",1.01219.03.–02.04.,05.04.2007,CSU,54 %,bayern
Infratestdimap,BayerischerRundfunk,1.00222.03.–25.03.,28.03.2007,CSU,53 %,bayern
GMS,Sat.1Bayern,1.01205.03.–08.03.,09.03.2007,CSU,53 %,bayern
Forsa,"n-tv,Abendzeitung",1.00215.02.–26.02.,01.03.2007,CSU,53 %,bayern
GMS,Sat.1Bayern,1.01122.01.–25.01.,26.01.2007,CSU,52 %,bayern
Infratestdimap,ARD,1.00019.01.–20.01.,21.01.2007,CSU,52 %,bayern
Infratestdimap,ARD,1.00015.01.,15.01.2007,CSU,50 %,bayern
Forsa,stern,1.00710.01.–12.01.,15.01.2007,CSU,49 %,bayern
Forschungs-gruppeWahlen **,ZDF,1.14212.01.–13.01.,13.01.2007,CSU,45 %,bayern
Infratestdimap,ARD,1.00003.01.–04.01.,07.01.2007,CSU,54 %,bayern
Forsa,"n-tv,stern",1.00927.12.–29.12.,03.01.2007,CSU,54 %,bayern
GMS,Sat.1Bayern,1.00618.12.–23.12.,28.12.2006,CSU,54 %,bayern
Forsa,"n-tv,Abendzeitung",1.02624.11.–05.12.,06.12.2006,CSU,56 %,bayern
Forsa,"n-tv,Abendzeitung",1.00423.10.–07.11.,09.11.2006,CSU,54 %,bayern
GMS,Sat.1Bayern,1.00206.10.–08.10.,12.10.2006,CSU,53 %,bayern
Forsa,"n-tv,Abendzeitung",1.00618.09.–04.10.,05.10.2006,CSU,54 %,bayern
Infratestdimap,BayerischerRundfunk,1.00028.09.–01.10.,04.10.2006,CSU,49 %,bayern
Forsa,"n-tv,Abendzeitung",1.00529.08.–05.09.,07.09.2006,CSU,58 %,bayern
Forsa,"n-tv,Abendzeitung",1.00403.07.–12.07.,13.07.2006,CSU,56 %,bayern
GMS,Sat.1Bayern,1.00209.06.–14.06.,19.06.2006,CSU,54 %,bayern
Emnid,FOCUS,1.00020.04.–09.05.,27.05.2006,CSU,53 %,bayern
Forsa,Abendzeitung,1.00212.05.–17.05.,18.05.2006,CSU,52 %,bayern
Forsa,Abendzeitung,1.00322.02.–24.02.,28.02.2006,CSU,52 %,bayern
Infratestdimap,BayerischerRundfunk,1.00012.01.–15.01.,18.01.2006,CSU,53 %,bayern
Forsa,n-tv,1.11404.01.–11.01.,14.01.2006,CSU,49 %,bayern
Peinelt,SüddeutscheZeitung,1.06717.11.–09.12.,10.01.2006,CSU,"45,9 %",bayern
GMS,Sat.1Bayern,1.00117.12.–21.12.,02.01.2006,CSU,56 %,bayern
Infratestdimap,BayerischerRundfunk,1.00015.11.–16.11.,17.11.2005,CSU,45 %,bayern
Forsa,Abendzeitung,1.00104.11.–07.11.,09.11.2005,CSU,49 %,bayern
Infratestdimap,BayerischerRundfunk,1.00021.07.–24.07.,27.07.2005,CSU,59 %,bayern
Infratestdimap,BayerischerRundfunk,1.00005.01.–09.01.,12.01.2005,CSU,56 %,bayern
Infratestdimap,BayerischerRundfunk,1.00021.07.–25.07.,28.07.2004,CSU,58 %,bayern
GMS,BayerischeStaatskanzlei,1.00917.03.–20.03.,18.10.2010*,CSU,"61,0 %",bayern
Infratestdimap,BayerischerRundfunk,1.00002.01.–05.01.,07.01.2004,CSU,62 %,bayern
Landtagswahl am 21.09.2003,Landtagswahl am 21.09.2003,Landtagswahl am 21.09.2003,Landtagswahl am 21.09.2003,CSU,"60,7 %",bayern
Infratestdimap,BayerischerRundfunk,1.00006.09.–10.09.,11.09.2003,CSU,59 %,bayern
Forsa,Stern,1.00601.09.–05.09.,09.09.2003,CSU,61 %,bayern
Forschungs-gruppe Wahlen,ZDF,1.03301.09.–04.09.,05.09.2003,CSU,60 %,bayern
Forsa,Stern,1.00104.08.–08.08.,13.08.2003,CSU,61 %,bayern
